name,threads,size,branch-misses,branch-miss-rate,cache-references,cpu-clock,L1-icache-load-misses,cache-misses,cache-miss-rate,instructions,ipc,cycles,L1-dcache-loads,LLC-load-misses,branch-instructions,page-faults,real-time,single-thread-time,speedup
fft,2,20,3979682.8,0.836,13417957.0,360.42999999999995,3263735.2,1978374.0,14.7548,968008267.4,1.1320000000000001,853630599.8,331802870.2,2026838.4,105174148.2,3660.6,0.5154,0.5328,1.0337601862630967
fft,4,20,3768736.6,0.604,13603684.8,358.11199999999997,3085312.8,1976367.8,14.639199999999999,965724963.2,1.142,848569727.6,328982170.4,2003753.0,104052343.8,2026.2,0.5134000000000001,0.5328,1.0377873003506037
fft,8,20,3146958.2,0.304,13029576.4,357.22200000000004,2468229.2,2006165.0,15.841,972594472.6,1.15,846912066.4,332474851.6,2034867.2,104776225.4,3764.0,0.5191999999999999,0.5328,1.026194144838213
fft,16,20,3520250.8,0.834,13148543.8,355.336,2710288.2,2015940.4,15.3584,962612994.8,1.146,840751194.0,332931471.2,2024764.6,105585100.6,3762.8,0.5442,0.5328,0.9790518191841235
fft,32,20,3849176.8,0.704,12814461.8,347.422,2965813.8,1995623.8,15.810599999999999,959110067.0,1.164,823927908.4,329841949.0,2035233.6,103474151.6,1718.8,0.5012000000000001,0.5328,1.063048683160415
fft,1,24,3251844.8,0.794,13370984.6,370.23,2603310.2,2041894.2,15.863000000000003,972148896.4,1.1060000000000003,878249024.6,336176236.6,2007723.4,106430793.2,6114.2,0.5156000000000001,0.5156000000000001,1.0
fft,2,24,4352340.4,0.8019999999999999,14020228.6,364.382,3726697.4,2027205.6,14.633999999999997,978751123.0,1.134,863982831.0,332505106.8,2022404.2,104704202.4,3967.2,0.526,0.5156000000000001,0.9802281368821294
fft,4,24,4233297.6,0.8019999999999999,14825191.0,368.62600000000003,3567128.6,1950358.0,13.431199999999999,981398637.2,1.124,874540734.4,335572860.0,2025317.2,106591058.6,6114.2,0.522,0.5156000000000001,0.9877394636015326
fft,8,24,3490945.8,0.5780000000000001,13208976.8,350.47200000000004,2731910.6,2079585.6,15.899600000000001,962983614.4,1.158,830620971.6,329832038.8,2100561.4,103785179.2,1719.6,0.509,0.5156000000000001,1.0129666011787821
fft,16,24,3898594.0,0.8460000000000001,14203547.2,359.384,3264371.4,1983114.4,14.1524,973014682.8,1.1440000000000001,852655815.0,331780724.4,2015422.0,104697260.8,3865.0,0.5266,0.5156000000000001,0.9791112799088494
fft,32,24,4139503.4,0.666,14415936.8,354.27799999999996,3396673.8,1989641.0,13.829999999999998,971119987.4,1.156,840446557.4,329147110.8,2064052.0,103621798.6,1821.8,0.5546,0.5156000000000001,0.9296790479624957
fft,1,22,3474730.8,0.44000000000000006,14438236.6,363.48400000000004,2793103.8,1986640.2,13.863,969108561.6,1.1260000000000001,862394290.6,334763164.8,2012573.2,106165941.2,5297.4,0.518,0.518,1.0
fft,2,22,4350597.8,0.8460000000000001,13531442.2,353.762,3656803.8,1927902.4,14.3048,972812319.6,1.16,839441951.2,328684866.0,2028239.4,102835856.2,1821.0,0.5076,0.518,1.020488573680063
fft,4,22,3899247.6,0.8480000000000001,14790929.0,365.296,3275531.8,2003581.4,14.043600000000001,972854299.6,1.1260000000000001,866731490.4,334957267.2,1962168.2,106492270.8,5909.6,0.546,0.518,0.9487179487179487
fft,8,22,4276656.0,0.728,16151845.8,385.29200000000003,3824024.8,2010482.6,12.6724,992169977.0,1.088,914192085.6,342116631.2,1999959.8,109115862.2,10100.0,0.5404000000000001,0.518,0.9585492227979273
fft,16,22,3974060.2,0.794,16452247.4,379.55,3450051.0,1999060.2,12.323600000000003,991204597.2,1.1019999999999999,900604420.4,338700084.4,1992168.8,107929081.8,8158.2,0.6834,0.518,0.7579748317237343
fft,32,22,3431449.2,0.54,14363360.6,375.108,2860278.4,1951747.2,13.7928,974615866.8,1.096,889628442.2,335876143.6,2034512.8,107184593.4,6317.8,0.6758,0.518,0.766498964190589
ocean_noncontig,1,514,337112.8,0.074,149611644.0,1500.2459999999999,418196.0,22025770.4,14.737,1591602392.4,0.44799999999999995,3555158943.2,781463855.0,21544022.2,95076576.4,2101.4,1.813,1.813,1.0
ocean_noncontig,2,514,367342.8,0.06999999999999999,149831603.6,1467.266,497803.2,19827528.4,13.2618,1613586396.4,0.466,3477416848.8,783658382.0,18916871.4,96453192.4,7141.8,1.7618000000000003,1.813,1.0290611874219546
ocean_noncontig,4,514,428383.2,0.08199999999999999,150303052.6,2059.918,643078.0,22156139.0,14.775400000000001,1586737623.6,0.328,4856460266.6,796436304.6,22001941.0,96687407.0,2193.0,2.4037999999999995,1.813,0.7542224810716367
ocean_noncontig,8,514,440330.2,0.09,157791571.2,1751.0520000000001,716045.6,17905642.8,11.5808,1608108615.2,0.39,4143002945.2,787029243.6,17791097.0,99526374.0,10635.0,2.0737999999999994,1.813,0.8742405246407563
ocean_noncontig,16,514,460687.6,0.06999999999999999,158892595.4,1490.676,753419.0,14215283.2,9.2378,1648331425.4,0.46799999999999997,3533564232.6,774771757.6,13418921.6,104941133.8,18839.0,1.8361999999999998,1.813,0.9873652107613551
ocean_noncontig,32,514,484301.2,0.076,160076237.8,1661.2060000000001,847747.6,14926191.8,9.588999999999999,1662179059.0,0.42799999999999994,3934730836.2,791829301.6,14769248.2,104041480.8,17240.2,2.009,1.813,0.9024390243902439
ocean_noncontig,1,2050,390316.2,0.08399999999999999,151847033.2,1530.834,572759.8,20192018.4,13.512200000000002,1598607613.8,0.442,3625234716.0,778059896.4,20103040.8,97337229.6,6665.6,1.8514000000000004,1.8514000000000004,1.0
ocean_noncontig,2,2050,407982.2,0.06999999999999999,156260489.8,1447.288,627993.0,17486572.2,11.5296,1641081343.4,0.48,3430235944.4,784154475.0,16825124.8,100660223.0,12269.2,1.7464,1.8514000000000004,1.0601236830050391
ocean_noncontig,4,2050,448608.4,0.088,156665548.4,1450.958,707961.8,17785417.0,11.683600000000002,1633437796.2,0.476,3433481580.4,787049778.2,16922782.4,102119495.0,12240.4,1.7445999999999997,1.8514000000000004,1.061217471053537
ocean_noncontig,8,2050,403574.6,0.096,147953980.4,1694.586,543573.8,21796673.2,14.7214,1582414068.0,0.402,3999863192.4,793064582.6,21664614.6,97367905.6,2676.6,2.0076,1.8514000000000004,0.9221956565052801
ocean_noncontig,16,2050,367060.6,0.078,146635018.4,1495.35,506709.0,20567498.4,14.018599999999998,1619786361.0,0.4600000000000001,3539271639.6,788586324.2,19485273.8,96661583.4,5681.2,1.8032,1.8514000000000004,1.0267302573203196
