IPC,branch-instructions,branch-misses,branch-miss-rate,cache-misses,cache-miss-rate,cache-references,cycles,instructions,cpu-clock,page-faults,L1-dcache-loads,L1-icache-load-misses,LLC-load-misses,run_time,thread,size,workload,speedup
0.69,631494892.6,14851112,2.354,13791418.6,15.3456,89855045.2,4878591718,3367117599,2103.59,135492.2,1604041494,29888412.4,12981588,0.2378,2,simsmall,streamcluster,1.645920942
0.636,783175695.8,15417132.6,1.99,14860166.4,15.5716,95454551.2,6297522840,4005488850,2729.35,135549.4,1911508593,30281891.8,13852171.6,0.3046,4,simsmall,streamcluster,1.284963887
0.564,1339356378,17159538.2,1.282,16768410.4,15.9932,104817467,11611431349,6539089264,5041.11,135892.4,3177860493,34560780.4,16040082.4,0.4736,8,simsmall,streamcluster,0.826435811
0.406,3195712325,22323563.4,0.698,23809292.4,17.0386,139532448.6,36114284957,14508274180,15642.086,135701.2,7549418564,46964948.8,23087213.4,0.9536,16,simsmall,streamcluster,0.410444631
0.274,15395986608,50510366.6,0.326,59778437.6,17.6286,339132449,2.40401E+11,66199483238,103750.696,136388.6,38662549080,135670788.2,58288712.8,3.7804,32,simsmall,streamcluster,0.103534018
0.784,736136251,16031860.4,2.184,23775771.8,15.6468,152130627.6,8013935645,6284615425,3420.392,136354.6,2974998273,30506263.4,22955645.4,1.8924,1,simmedium,streamcluster,1
0.794,720428714,16229783,2.258,15951736.2,10.597,150524070.2,7939514547,6291761015,3383.102,136044,2926107436,31139793,15528828.6,0.9634,2,simmedium,streamcluster,1.964293129
0.724,966183543.8,16992603,1.762,15702033.4,10.0196,156727290.2,10170612871,7356698211,4366.778,135928.2,3403180494,32075970.6,15412824.2,0.7378,4,simmedium,streamcluster,2.564922743
0.61,1564065365,18894205.8,1.208,18029986.4,10.9534,164676641,16568629827,10137845263,7133.382,136167.2,4775756095,36311229.4,17229501,0.771,8,simmedium,streamcluster,2.454474708
0.414,3666700472,25177528.2,0.686,27985422.6,13.4208,208676739.8,46495127951,19171808802,20080.806,136895,9862252103,52199602.6,26900600.6,1.269,16,simmedium,streamcluster,1.491252955
0.306,19906335392,56563025,0.286,71404083.4,16.3464,434392110.6,2.90435E+11,88699446976,125437.458,137294.2,49698216646,155539267.8,69995092.2,4.7154,32,simmedium,streamcluster,0.401323324
0.788,1285044283,18827563.2,1.472,75020804.6,18.1556,413206636.2,26966176005,21185668494,11425.604,138668.4,10393124067,33482499.8,74517518.4,9.8762,1,simlarge,streamcluster,1
0.776,1274340654,19452773,1.53,79499063.8,19.0894,416461288.4,27483490777,21337220797,11637.256,137662.8,10588666189,33727598.8,78722250.6,5.0992,2,simlarge,streamcluster,1.936813618
0.72,1637026513,20393433.6,1.248,88481555.6,20.275,436444966.4,31750282723,22863324777,13480.012,137458.8,11364502503,36550159.2,87562814.4,3.061,4,simlarge,streamcluster,3.226461941
0.686,2507179323,23078464.6,0.92,64379521.2,14.4678,444978077.4,38904270876,26655791531,16584.732,136548.6,12902511140,42285487.2,63974035.8,1.9804,8,simlarge,streamcluster,4.986972329
0.522,6558240840,30655389.4,0.502,44880375.8,8.8942,504582235,84674987071,44513905225,36480.172,137027.2,21831195020,62675424.8,44589279.2,2.3966,16,simlarge,streamcluster,4.120921305
0.348,26992571187,70209572.4,0.264,99107782.2,12.7386,771740006.4,3.84755E+11,1.3228E+11,166356.06,137917.8,70438685534,177432754.6,97541601,6.307,32,simlarge,streamcluster,1.565910893
1.034,4060859307,98103069,2.416,19665422.8,5.4714,360160872.2,23291075160,24091623021,9892.258,166935.8,11847574515,121821658,19445981.2,8.2024,1,simsmall,raytrace,1
1.034,4085228215,96992023.6,2.376,20011914.2,5.6604,354055142.2,23364979316,24168933940,9903.62,179282.2,11877841149,119541945.8,18926537,8.0286,2,simsmall,raytrace,1.02164761
1.016,4132343747,101204583.4,2.454,19320246.6,5.5184,350083441.6,23994825586,24331697489,10191.87,167505.2,11974527915,128205928.4,18445181.4,8.0952,4,simsmall,raytrace,1.013242415
1.014,4089917283,103088181.8,2.522,20153202.8,5.7968,347832772.4,23918565298,24204060098,10167.376,166808.6,11927659205,128926402,19840323.6,8.0402,8,simsmall,raytrace,1.020173628
1.032,4148375469,101825191.2,2.458,21140507.4,6.0494,349543189,23586955540,24419861722,10011.058,171339.2,12027247378,127022829,20251870.4,7.8638,16,simsmall,raytrace,1.043058064
1.03,4162956671,97398052.4,2.338,20381114.2,5.775,353041294.6,23720459872,24368805055,10077.158,176375.2,11991022209,121180102,18977806.4,7.8568,32,simsmall,raytrace,1.043987374
1.064,4041531822,104363316,2.582,20226162.8,5.7142,354093702.6,24477389208,26075035355,10358.496,166671.4,12785359019,127624791.4,19832786,8.7866,1,simmedium,raytrace,1
1.064,4049824271,98629202.8,2.436,21161379.2,5.9078,358348117,24598085835,26134893884,10405.39,178429.2,12794300205,118537319,19936875,8.316,2,simmedium,raytrace,1.056589707
1.052,4221216061,102192169.6,2.422,20383733.8,5.5242,369540473,25232336193,26516593768,10728.674,179174.2,13048093867,124697673.4,19354591.8,8.1342,4,simmedium,raytrace,1.080204568
1.054,4069845231,107282718.8,2.638,20502241.2,5.8024,353412659.2,24687262244,26090445311,10492.472,166732.2,12808232815,128068658.2,20315670.2,7.9062,8,simmedium,raytrace,1.111355645
1.05,4066239082,101025340.8,2.486,20504977,5.7162,360022808.6,24905969301,26145352718,10600.696,173468,12798192583,120837800.8,20696582.6,7.8454,16,simmedium,raytrace,1.119968389
1.044,4137031573,103860294.6,2.516,21176897.6,5.8998,359038060,25128977212,26244936524,10721.154,165914.4,12870743352,120674833.6,20250334.2,7.7326,32,simmedium,raytrace,1.136306029
1.086,4197688839,108187219.4,2.58,20022918.4,5.65,354504127.2,28212814772,30687557699,11947.88,168054.4,15039342907,123387156.2,19424662.6,10.1872,1,simlarge,raytrace,1
1.088,4152113471,104467441.6,2.514,21700871.2,6.0584,358279516.8,28274860725,30745120623,11967.066,170848.8,15034461751,117803779.2,20601256,8.9534,2,simlarge,raytrace,1.137802399
1.082,4112188430,113036453.8,2.748,22011486,6.1234,359574467.2,28342958236,30635485075,11987.706,165415,14989063680,127630460.4,21231432.4,8.3608,4,simlarge,raytrace,1.218447995
1.062,4148516551,108993029.6,2.628,22785577.2,6.1472,370909422.8,29009824119,30787824545,12335.13,171946.4,15072682511,127616061.2,22074779.6,8.1616,8,simlarge,raytrace,1.24818663
1.036,4159611665,112585915,2.708,21066156.8,5.7364,367533057.2,29536718929,30671921669,12609.978,175323.8,15020249372,130177371.8,20554882.8,7.9888,16,simlarge,raytrace,1.275185259
0.998,4176282685,115710417.8,2.77,21196615.8,5.7462,369091708.4,30657336804,30680512939,13220.71,171645.6,15015149027,130112449.4,22298673.6,7.928,32,simlarge,raytrace,1.284964682
1.18,2679677707,91596074.2,3.424,40897110.6,8.227,497009945,25795589306,30455755790,10927.734,204087,13864726762,104956225.8,39675490.2,9.0584,1,simsmall,facesim,1
1.132,2653036141,91820572.8,3.462,35152737.6,7.2078,487716418.8,26778032962,30291187735,11343.786,213118.2,13811663026,104355901.2,34456295.6,6.5076,2,simsmall,facesim,1.391972463
1.156,2715715930,89795912.2,3.314,34287719.2,7.1372,480404909.8,26706559879,30814275473,11333.968,200353.2,14024211377,102260091,33596242.2,4.9076,4,simsmall,facesim,1.845790203
1.092,2726691505,88689714.2,3.254,35668181.6,7.3614,484554590.2,28097321077,30755994881,12044.778,198749.8,14055890612,105643724.4,35154342.2,4.2876,8,simsmall,facesim,2.11269708
0.996,2811745297,91813144,3.268,37418648.6,7.495,499410793.8,31655309530,31471559487,13698.696,204743,14394931252,118429162.2,37200001.4,4.1196,16,simsmall,facesim,2.198854258
0.836,2867534379,95796570,3.344,45622925.8,8.92,511499017.2,38375045051,31988471616,16790.078,206499.4,14723074632,133492308.2,44066175.4,4.2436,32,simsmall,facesim,2.134602696
1.156,2741403441,89934233,3.292,41305529.4,8.201,503568876.2,26620386848,30714395160,11288.04,243775,13995091204,105578886,40652222.6,9.3478,1,simmedium,facesim,1
1.134,2735253487,86696656.2,3.174,37568649.6,7.6664,489777747,27018962388,30613696381,11458.206,223619,13970025601,100934096.8,37075246.8,6.5304,2,simmedium,facesim,1.431428396
1.124,2747826720,87616917,3.192,36168650.2,7.424,487107395.8,27339985671,30776977034,11596.578,204963,14033182554,102342203.2,35971806,5.059,4,simmedium,facesim,1.847756474
1.108,2775980879,88418575.8,3.19,36233469.6,7.4754,484763045.2,27976979396,30998879020,11949.244,191001.8,14158227859,103677312,35031875.8,4.2244,8,simmedium,facesim,2.212811287
1.02,2856286520,89647887.2,3.146,38682026.2,7.7838,496980212.4,30866686253,31474581437,13371.886,198575.6,14413163899,114264727.8,37922571,4.1034,16,simmedium,facesim,2.278062095
0.842,2886697930,93863404.4,3.252,46434525,9.0644,512281161.6,37987054972,31964127311,16566.768,195515.8,14693099116,129338653.4,45935654.2,4.2586,32,simmedium,facesim,2.195040624
1.188,2654571686,90786421.2,3.422,41053282.2,8.3196,493432015.6,25549859506,30346789080,10828.786,206247,13803739485,102008529,40906012.6,9.001,1,simlarge,facesim,1
1.144,2655629910,90316819,3.404,37412455.4,7.67,487604901.2,26662732742,30471346333,11288.388,224272,13887313972,103192132.8,35784108,6.455,2,simlarge,facesim,1.394422928
1.142,2731074207,88117830.8,3.23,34764719.4,7.1932,483229389.4,26936993259,30748868396,11428.51,197941,14010424031,103109648.8,34708510.4,4.9522,4,simlarge,facesim,1.817576027
1.11,2730673278,89390509.8,3.276,35735758,7.2646,491847511,27826325004,30896295035,11844.84,209124.4,14103141621,107192830,35196287.2,4.3096,8,simlarge,facesim,2.088592909
0.99,2747694778,91813459.2,3.344,39020243,7.7712,502218521.2,31804597880,31508717899,13749.014,209442.2,14377122939,120205360.2,38144733,4.181,16,simlarge,facesim,2.15283425
0.856,2902886742,95595053,3.296,45439231.4,8.8406,514099969.4,37396439268,32005172380,16316.586,204104.4,14742833474,132115697.2,44048166.4,4.2164,32,simlarge,facesim,2.13475951
